name,latitude,longitude,minElevation,maxCloudCover,priority,exposure,capture_mode,default_capture_mode,start_times,end_times
watamu,-3.41,40.00,60,1,770,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 24, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 9, 42, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 24, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 9, 58, tzinfo=datetime.timezone.utc)]"
mombasa,-4.08,39.70,60,1,760,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 24, 9, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 9, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 24, 5, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 8, tzinfo=datetime.timezone.utc)]"
oslo,59.88,10.83,50,2,2510,35,wide,0,"[datetime.datetime(2025, 1, 22, 10, 0, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 1, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 20, 42, 6, tzinfo=datetime.timezone.utc)]"
kiwani,-5.17,39.72,60,1,750,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 23, 50, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 9, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 23, 52, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 26, tzinfo=datetime.timezone.utc)]"
zanzibar,-6.15,39.34,60,1,740,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 23, 31, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 26, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 23, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 41, tzinfo=datetime.timezone.utc)]"
mafia,-7.62,39.62,60,1,730,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 23, 8, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 10, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 23, 21, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 11, 4, tzinfo=datetime.timezone.utc)]"
kilwa,-8.99,39.54,60,1,720,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 22, 46, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 11, 6, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 23, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 11, 25, tzinfo=datetime.timezone.utc)]"
ruvuma,-10.41,40.50,60,1,710,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 22, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 11, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 22, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 7, 11, 39, tzinfo=datetime.timezone.utc)]"
mayotte,-12.80,45.15,60,1,700,20,wide,0,"[datetime.datetime(2025, 1, 23, 6, 39, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 6, 39, 40, tzinfo=datetime.timezone.utc)]"
ifaho,-15.80,50.36,60,1,690,20,wide,0,"[datetime.datetime(2025, 1, 22, 18, 48, 31, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 18, 48, 24, tzinfo=datetime.timezone.utc)]"
miramar,-23.84,35.57,60,1,680,20,quaternion,0,"[datetime.datetime(2025, 1, 22, 7, 15, 5, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 7, 15, 19, tzinfo=datetime.timezone.utc)]"
maputo,-25.99,32.99,60,1,670,20,wide,0,[],[]
aaland,60.16,20.16,60,1,660,40,wide,0,"[datetime.datetime(2025, 1, 21, 19, 40, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 27, 55, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 41, 16, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 13, tzinfo=datetime.timezone.utc)]"
petersburg,59.93,30.36,60,1,650,40,wide,0,"[datetime.datetime(2025, 1, 22, 8, 27, 18, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 8, 16, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 26, 53, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 8, 30, tzinfo=datetime.timezone.utc)]"
turku,60.25,22.07,60,1,640,40,wide,0,"[datetime.datetime(2025, 1, 21, 19, 40, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 27, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 41, 11, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 3, tzinfo=datetime.timezone.utc)]"
saaremaa,58.42,22.64,60,1,630,40,wide,0,"[datetime.datetime(2025, 1, 21, 19, 40, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 40, 43, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 28, 12, tzinfo=datetime.timezone.utc)]"
bermuda,32.38,-64.77,60,1,620,30,wide,0,"[datetime.datetime(2025, 1, 22, 1, 49, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 1, 49, 10, tzinfo=datetime.timezone.utc)]"
bahamas,25.02,-77.35,60,1,610,30,wide,0,"[datetime.datetime(2025, 1, 21, 15, 23, 59, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 48, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 24, 1, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 48, 30, tzinfo=datetime.timezone.utc)]"
galapagos,-0.63,-90.37,60,1,600,30,wide,0,[],[]
sthelena,-15.97,-5.71,60,1,590,30,wide,0,"[datetime.datetime(2025, 1, 21, 22, 28, 36, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 28, 51, tzinfo=datetime.timezone.utc)]"
ascension,-7.94,-14.37,60,1,580,30,wide,0,"[datetime.datetime(2025, 1, 21, 10, 51, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 10, 51, 20, tzinfo=datetime.timezone.utc)]"
tristandacunha,-37.11,-12.28,60,1,570,30,wide,0,"[datetime.datetime(2025, 1, 22, 10, 26, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 10, 26, 22, tzinfo=datetime.timezone.utc)]"
easter,-27.14,-109.35,60,1,560,30,wide,0,[],[]
lakebeysehir,37.77,31.52,60,1,550,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 35, 10, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 0, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 34, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 0, 6, tzinfo=datetime.timezone.utc)]"
lakeegirdir,38.04,30.88,60,1,540,30,wide,0,"[datetime.datetime(2025, 1, 21, 19, 35, 8, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 35, 10, tzinfo=datetime.timezone.utc)]"
lakeurmia,37.70,45.39,60,1,530,30,wide,0,[],[]
gulfofcampeche,19.91,-92.10,60,1,520,25,wide,0,[],[]
chesapeake,37.79,-76.10,60,1,510,25,wide,0,"[datetime.datetime(2025, 1, 21, 15, 20, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 20, 53, tzinfo=datetime.timezone.utc)]"
delaware,39.00,-75.15,60,1,500,25,wide,0,"[datetime.datetime(2025, 1, 21, 15, 20, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 20, 33, tzinfo=datetime.timezone.utc)]"
baltimore,38.90,-76.39,60,1,490,25,wide,0,"[datetime.datetime(2025, 1, 21, 15, 20, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 15, 20, 36, tzinfo=datetime.timezone.utc)]"
princewilliam,60.61,-147.16,60,1,480,25,wide,0,"[datetime.datetime(2025, 1, 22, 6, 38, 6, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 6, 38, 10, tzinfo=datetime.timezone.utc)]"
kotzbue,66.88,-162.62,60,1,470,25,wide,0,"[datetime.datetime(2025, 1, 23, 7, 40, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 7, 41, 1, tzinfo=datetime.timezone.utc)]"
barbados,13.16,-59.55,60,1,460,20,wide,0,"[datetime.datetime(2025, 1, 21, 13, 53, 25, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 43, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 53, 27, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 1, 44, 11, tzinfo=datetime.timezone.utc)]"
mauritius,-20.45,57.55,60,1,450,25,wide,0,[],[]
capescott,50.85,-128.22,60,1,440,25,wide,0,"[datetime.datetime(2025, 1, 23, 6, 2, 46, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 6, 2, 35, tzinfo=datetime.timezone.utc)]"
iesjavri,69.65,24.18,60,1,430,25,wide,0,"[datetime.datetime(2025, 1, 22, 9, 57, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 10, 54, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 25, 30, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 9, 57, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 11, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 9, 25, 41, tzinfo=datetime.timezone.utc)]"
nanga,-25.57,113.40,60,1,420,20,wide,0,"[datetime.datetime(2025, 1, 21, 14, 36, 56, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 1, 33, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 37, 13, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 2, 1, 40, tzinfo=datetime.timezone.utc)]"
chad,13.12,14.52,60,1,410,20,wide,0,[],[]
adelaide,-34.95,138.20,60,1,400,20,wide,0,"[datetime.datetime(2025, 1, 21, 13, 0, 40, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 30, 10, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 13, 1, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 0, 30, tzinfo=datetime.timezone.utc)]"
wollaston,-55.73,-67.47,60,1,390,25,wide,0,"[datetime.datetime(2025, 1, 22, 2, 59, 42, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 38, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 2, 59, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 39, 6, tzinfo=datetime.timezone.utc)]"
manatiales,-52.48,-68.59,60,1,380,20,wide,0,"[datetime.datetime(2025, 1, 22, 3, 0, 33, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 38, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 0, 47, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 38, 7, tzinfo=datetime.timezone.utc)]"
chapala,20.24,-103.07,60,1,370,20,wide,0,"[datetime.datetime(2025, 1, 21, 16, 59, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 16, 59, 17, tzinfo=datetime.timezone.utc)]"
hooghly,21.85,88.06,60,1,360,20,wide,0,"[datetime.datetime(2025, 1, 22, 15, 50, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 15, 50, 52, tzinfo=datetime.timezone.utc)]"
sittwe,20.13,92.81,60,1,350,20,wide,0,"[datetime.datetime(2025, 1, 22, 3, 55, 49, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 56, 7, tzinfo=datetime.timezone.utc)]"
tharthar,33.87,43.32,60,1,340,20,wide,0,[],[]
kutch,22.59,68.96,60,1,330,20,wide,0,"[datetime.datetime(2025, 1, 22, 5, 29, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 5, 29, 20, tzinfo=datetime.timezone.utc)]"
magellan,-53.24,-70.69,60,1,320,20,wide,0,"[datetime.datetime(2025, 1, 21, 14, 10, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 14, 10, 40, tzinfo=datetime.timezone.utc)]"
kampala,0.18,32.60,60,1,310,20,wide,0,[],[]
mumbai,18.88,72.80,60,1,300,20,wide,0,[],[]
cocibolca,11.56,-85.41,60,1,290,20,wide,0,[],[]
mobile,30.28,-87.99,60,1,280,25,wide,0,"[datetime.datetime(2025, 1, 22, 3, 22, 23, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 22, 25, tzinfo=datetime.timezone.utc)]"
neworleans,29.78,-90.16,60,1,270,25,wide,0,[],[]
galveston,29.25,-94.77,60,1,260,20,wide,0,"[datetime.datetime(2025, 1, 22, 16, 24, 13, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 16, 24, 20, tzinfo=datetime.timezone.utc)]"
funchal,32.75,-17.03,60,1,250,20,wide,0,"[datetime.datetime(2025, 1, 21, 22, 41, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 22, 41, 39, tzinfo=datetime.timezone.utc)]"
panama,9.12,-79.69,60,1,240,20,wide,0,"[datetime.datetime(2025, 1, 22, 3, 16, 54, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 16, 29, tzinfo=datetime.timezone.utc)]"
corpuschristi,27.72,-97.13,60,1,230,20,wide,0,[],[]
puertodeseado,-47.77,-65.76,60,1,220,20,wide,0,"[datetime.datetime(2025, 1, 22, 3, 1, 51, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 36, 48, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 3, 1, 37, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 36, 56, tzinfo=datetime.timezone.utc)]"
portauprince,18.63,-72.50,60,1,210,25,wide,0,"[datetime.datetime(2025, 1, 22, 14, 53, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 14, 53, 20, tzinfo=datetime.timezone.utc)]"
lakevolta,7.28,0.11,60,1,200,20,wide,0,[],[]
yangon,16.46,96.35,60,1,190,20,wide,0,[],[]
toliara,-23.54,43.69,60,1,180,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 19, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 42, 24, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 19, 2, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 42, 37, tzinfo=datetime.timezone.utc)]"
jaffna,9.45,80.31,60,1,170,20,wide,0,"[datetime.datetime(2025, 1, 21, 16, 20, 20, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 16, 20, 1, tzinfo=datetime.timezone.utc)]"
nile,23.33,32.93,60,1,160,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 31, 12, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 4, 3, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 31, 29, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 8, 3, 46, tzinfo=datetime.timezone.utc)]"
tripoli,32.95,13.20,60,1,150,20,wide,0,"[datetime.datetime(2025, 1, 22, 20, 35, 12, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 20, 35, 11, tzinfo=datetime.timezone.utc)]"
mariamadre,21.63,-106.59,60,1,140,20,wide,0,"[datetime.datetime(2025, 1, 22, 4, 53, 45, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 4, 53, 54, tzinfo=datetime.timezone.utc)]"
turkana,4.13,36.04,60,1,130,20,wide,0,"[datetime.datetime(2025, 1, 21, 19, 26, 14, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 26, 30, tzinfo=datetime.timezone.utc)]"
nemuro,43.46,145.66,60,1,120,25,wide,0,"[datetime.datetime(2025, 1, 21, 11, 47, 20, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 42, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 11, 47, 36, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 0, 42, 21, tzinfo=datetime.timezone.utc)]"
sapporo,43.26,141.25,60,1,110,25,wide,0,[],[]
baikal,53.39,108.01,60,1,100,25,wide,0,"[datetime.datetime(2025, 1, 23, 3, 14, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 3, 14, 46, tzinfo=datetime.timezone.utc)]"
kyiv,50.45,30.56,60,1,90,25,wide,0,"[datetime.datetime(2025, 1, 22, 8, 29, 19, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 6, 2, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 8, 29, 38, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 19, 5, 59, tzinfo=datetime.timezone.utc)]"
atuona,-9.78,-139.10,60,1,80,25,wide,0,"[datetime.datetime(2025, 1, 23, 7, 20, 36, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 7, 20, 43, tzinfo=datetime.timezone.utc)]"
montenegro,42.26,18.78,60,1,70,25,quaternion,0,[],[]
tunis,36.92,10.37,60,1,60,25,wide,0,"[datetime.datetime(2025, 1, 23, 9, 34, 7, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 9, 34, 26, tzinfo=datetime.timezone.utc)]"
sitka,56.97,-135.53,60,1,50,25,wide,0,"[datetime.datetime(2025, 1, 21, 19, 57, 6, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 4, 22, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 19, 56, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 4, 36, tzinfo=datetime.timezone.utc)]"
haida,54.39,-132.41,60,1,40,25,quaternion,0,"[datetime.datetime(2025, 1, 22, 19, 25, 3, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 3, 34, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 19, 25, 23, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 23, 6, 3, 52, tzinfo=datetime.timezone.utc)]"
kinshasa,-4.29,15.28,60,5,30,20,wide,0,"[datetime.datetime(2025, 1, 21, 20, 57, 49, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 44, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 21, 20, 58, 4, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 8, 43, 53, tzinfo=datetime.timezone.utc)]"
malabo,8.69,3.51,60,5,20,20,wide,0,"[datetime.datetime(2025, 1, 23, 9, 41, 35, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 23, 9, 41, 50, tzinfo=datetime.timezone.utc)]"
santarem,-2.2,-54.7,60,5,10,20,wide,0,"[datetime.datetime(2025, 1, 22, 1, 39, 55, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 24, 57, tzinfo=datetime.timezone.utc)]","[datetime.datetime(2025, 1, 22, 1, 39, 57, tzinfo=datetime.timezone.utc), datetime.datetime(2025, 1, 22, 13, 24, 49, tzinfo=datetime.timezone.utc)]"
